customer_id,signup_date,order_date,order_id,revenue,funnel_stage,channel,country
11311,2021-01-08,2021-09-09,ORD102206,337.66,Repeat Purchase,Organic,India
11249,2021-03-10,2022-01-16,ORD102207,128.54,Visit,Organic,USA
10522,2022-12-03,2023-10-05,ORD102208,41.15,Repeat Purchase,Organic,France
10521,2022-11-22,2022-12-13,ORD102209,22.78,Signup,Organic,India
10782,2022-07-29,2022-10-04,ORD102210,65.38,Visit,Organic,France
12320,2021-03-09,2022-04-04,ORD102211,72.1,Signup,Email,USA
10935,2022-12-19,2023-10-30,ORD102212,110.34,Signup,Paid Ads,India
12230,,,ORD102213,37.11,Repeat Purchase,Paid Ads,USA
11688,2022-06-02,2023-03-20,ORD102214,175.07,Signup,Paid Ads,India
10487,2021-04-29,2021-12-01,ORD102215,12.44,Visit,Email,Germany
11850,2023-04-05,2023-05-03,ORD102216,98.64,Signup,Organic,India
10845,2021-01-31,2021-08-11,ORD102217,117.23,Purchase,Referral,Germany
12171,2022-06-02,2022-07-27,ORD102218,27.81,Repeat Purchase,Organic,USA
12461,2022-04-28,2023-03-31,ORD102219,209.85,Visit,Social Media,India
12003,2021-07-26,2022-08-17,ORD102220,114.68,Signup,Organic,France
11748,2022-10-31,2023-05-30,ORD102221,124.52,Purchase,Paid Ads,India
10685,2022-08-02,2023-03-27,ORD102222,82.64,Visit,Organic,India
12160,2022-01-22,2022-08-09,ORD102223,288.41,Signup,Organic,India
12169,2022-02-16,2022-08-12,ORD102224,142.07,Purchase,Social Media,UK
11567,2023-04-22,2023-09-21,ORD102225,57.72,Visit,Referral,France
11245,2022-01-05,2022-02-17,ORD102226,32.71,Visit,Referral,India
10038,2021-12-19,2022-06-04,ORD102227,8.85,Signup,Paid Ads,India
10779,2021-12-02,2022-09-14,ORD102228,21.69,Purchase,Referral,USA
11256,2023-06-10,2023-12-23,ORD102229,590.11,Visit,Paid Ads,France
12196,2021-10-16,2022-09-17,ORD102230,62.66,Visit,Email,India
11927,2021-05-20,2021-08-01,ORD102231,274.75,Visit,Social Media,India
10301,2021-10-27,2022-04-15,ORD102232,22.44,Repeat Purchase,Organic,India
12285,2021-01-13,2022-01-27,ORD102233,66.48,Signup,Social Media,Germany
10646,2022-10-26,2023-04-26,ORD102234,387.83,Visit,Referral,UK
10662,2022-03-04,2022-03-19,ORD102235,11.47,Visit,Organic,France
12283,2023-04-05,2023-06-11,ORD102236,108.16,Visit,Social Media,Germany
11759,2023-05-14,2024-05-22,ORD102237,301.85,Visit,Social Media,India
12250,2022-02-04,2022-12-25,ORD102238,358.73,Purchase,Paid Ads,France
10255,2021-04-19,2021-05-30,ORD102239,224.5,Signup,Email,Germany
10597,2022-04-30,2022-08-17,ORD102240,232.5,Purchase,Social Media,UK
10661,2023-06-07,2023-07-17,ORD102241,126.73,Visit,Organic,Germany
10234,2021-12-22,2022-10-23,ORD102242,29.88,Visit,Email,USA
11368,2021-05-29,2021-06-03,ORD102243,157.42,Signup,Email,India
10769,2023-05-29,2024-04-23,ORD102244,460.12,Signup,Organic,Germany
10212,2022-12-17,2023-06-15,ORD102245,89.57,Visit,Email,UK
10462,2021-11-03,2022-08-02,ORD102246,36.25,Signup,Referral,India
12483,2022-06-17,2023-06-12,ORD102247,102.25,Visit,Email,USA
10282,2021-03-01,2021-09-01,ORD102248,140.78,Visit,Paid Ads,USA
11486,2022-03-11,2023-01-27,ORD102249,28.03,Purchase,Email,Germany
11430,2021-01-21,2021-06-13,ORD102250,152.41,Visit,Social Media,India
10087,2023-05-25,2023-09-01,ORD102251,106.24,Repeat Purchase,Email,Germany
11067,2022-01-17,2022-04-16,ORD102252,113.72,Repeat Purchase,Paid Ads,USA
10460,2021-09-02,2022-05-05,ORD102253,43.83,Visit,Paid Ads,France
12325,2021-03-14,2021-11-07,ORD102254,20.25,Repeat Purchase,Email,Germany
12468,2022-03-25,2022-10-22,ORD102255,117.2,Signup,Referral,France
11724,2021-03-17,2021-06-05,ORD102256,105.89,Repeat Purchase,Email,India
11376,2022-11-29,2023-03-23,ORD102257,49.5,Repeat Purchase,Organic,USA
10514,2022-08-13,2023-05-15,ORD102258,42.1,Purchase,Paid Ads,Germany
10702,2022-01-25,2022-04-14,ORD102259,51.19,Visit,Email,Germany
11653,2022-07-31,2022-09-24,ORD102260,80.77,Signup,Referral,Germany
12066,2021-12-08,2022-06-04,ORD102261,441.8,Purchase,Referral,India
10022,2021-10-17,2022-08-21,ORD102262,173.05,Visit,Referral,India
12460,2022-07-22,2022-09-08,ORD102263,229.05,Repeat Purchase,Social Media,UK
11053,2021-11-27,2022-08-13,ORD102264,-84.54,Repeat Purchase,Social Media,Germany
11830,2021-09-16,2022-06-16,ORD102265,89.62,Repeat Purchase,Social Media,India
12155,2022-03-02,2022-12-18,ORD102266,27.43,Signup,Organic,USA
11304,2022-12-03,2023-12-10,ORD102267,153.2,Visit,Organic,India
11134,2021-01-06,2021-10-23,ORD102268,65.7,Signup,Email,India
12183,2021-01-06,2021-02-04,ORD102269,162.78,Purchase,Social Media,Germany
10361,2021-07-10,2022-07-18,ORD102270,63.12,Signup,Social Media,France
12176,2021-05-28,2022-02-03,ORD102271,13.78,Signup,Organic,USA
11899,2022-02-09,2022-04-12,ORD102272,22.8,Visit,Referral,France
11284,2021-09-15,2021-12-05,ORD102273,200.28,Signup,Referral,UK
10514,2022-12-31,2023-11-20,ORD102274,35.91,Signup,Paid Ads,Germany
10448,2022-04-24,2023-05-09,ORD102275,36.84,Purchase,Email,France
11923,2021-03-31,2021-09-15,ORD102276,318.03,Signup,Email,India
11506,2023-04-04,2024-02-07,ORD102277,128.63,Visit,Social Media,India
11247,2023-05-14,2024-04-20,ORD102278,14.57,Signup,Organic,UK
11855,2021-01-10,2021-06-16,ORD102279,18.6,Purchase,Email,UK
10873,2021-03-28,2021-05-22,ORD102280,38.16,Repeat Purchase,Referral,USA
11428,2023-02-01,2024-01-01,ORD102281,108.17,Visit,Organic,USA
12349,2023-04-18,2023-09-06,ORD102282,167.72,Signup,Social Media,Germany
12278,2021-05-31,2021-10-26,ORD102283,38.51,Purchase,Social Media,UK
11754,,,ORD102284,245.42,Visit,Email,Germany
10922,2021-01-30,2021-09-12,ORD102285,13.87,Visit,Email,France
12159,2021-05-08,2021-06-01,ORD102286,27.92,Signup,Paid Ads,USA
11036,2021-03-19,2021-09-12,ORD102287,422.66,Visit,Email,Germany
11416,2022-02-25,2023-02-24,ORD102288,17.37,Signup,Email,UK
12281,2021-02-24,2021-05-29,ORD102289,262.83,Repeat Purchase,Referral,France
10313,2022-04-25,2022-06-16,ORD102290,146.06,Visit,Referral,USA
12256,2021-11-01,2022-08-31,ORD102291,9.11,Visit,Organic,Germany
11997,2022-06-30,2022-09-07,ORD102292,79.33,Visit,Email,UK
11037,2021-04-15,2021-10-07,ORD102293,87.82,Signup,Email,Germany
11656,2021-06-21,2021-10-30,ORD102294,322.84,Signup,Social Media,USA
11778,,,ORD102295,65.6,Visit,Referral,France
11014,2021-01-22,2022-02-14,ORD102296,71.04,Repeat Purchase,Social Media,India
11093,2021-10-14,2022-09-16,ORD102297,14.32,Purchase,Email,France
11124,2022-01-26,2023-01-20,ORD102298,122.32,Visit,Referral,Germany
10697,2022-09-09,2023-08-05,ORD102299,28.42,Visit,Email,Germany
12179,,,ORD102300,9.68,Visit,Paid Ads,India
11404,2021-09-29,2022-04-27,ORD102301,693.9,Signup,Social Media,Germany
11155,2023-02-27,2024-02-06,ORD102302,37.7,Visit,Referral,France
11043,2021-10-26,2021-12-28,ORD102303,18.25,Purchase,Referral,USA
11929,2021-06-21,2021-07-25,ORD102304,144.27,Signup,Email,France
11013,2021-02-16,2021-02-27,ORD102305,206.9,Repeat Purchase,Email,France
10226,2022-09-18,2023-08-29,ORD102306,7.95,Purchase,Organic,France
11828,2023-02-26,2024-01-02,ORD102307,13.36,Visit,Organic,USA
11492,,,ORD102308,11.34,Purchase,Social Media,Germany
10821,2021-07-26,2021-11-14,ORD102309,5.77,Visit,Referral,France
12023,2022-03-29,2023-02-16,ORD102310,129.27,Visit,Email,USA
10870,2022-01-30,2022-04-30,ORD102311,106.5,Signup,Social Media,Germany
12452,2023-01-24,2023-11-13,ORD102312,130.45,Signup,Referral,USA
12249,2021-10-28,2021-11-25,ORD102313,84.55,Purchase,Email,USA
12085,2022-12-09,2022-12-20,ORD102314,204.13,Purchase,Organic,France
11795,2022-11-07,2023-04-02,ORD102315,94.94,Purchase,Referral,India
10187,2021-06-25,2021-11-08,ORD102316,301.22,Visit,Email,France
11080,2023-05-05,2024-04-06,ORD102317,79.78,Purchase,Social Media,USA
10940,2023-02-22,2023-07-28,ORD102318,187.65,Repeat Purchase,Social Media,USA
12320,2021-04-20,2022-01-03,ORD102319,62.78,Purchase,Paid Ads,USA
10525,2022-11-15,2023-02-09,ORD102320,68.56,Signup,Referral,UK
10335,2023-05-14,2023-10-18,ORD102321,226.85,Repeat Purchase,Social Media,France
11078,2021-07-21,2022-01-22,ORD102322,13.67,Visit,Referral,India
10161,2021-06-17,2022-05-26,ORD102323,99.87,Visit,Social Media,Germany
10593,2022-09-06,2023-07-11,ORD102324,155.5,Purchase,Referral,India
11938,2021-03-27,2022-03-18,ORD102325,166.56,Signup,Referral,India
12206,2022-10-16,2023-06-01,ORD102326,107.43,Visit,Referral,UK
10059,2023-04-29,2023-05-02,ORD102327,71.32,Signup,Paid Ads,USA
11901,2022-12-26,2023-02-20,ORD102328,36.26,Visit,Organic,India
12258,2021-02-20,2021-03-19,ORD102329,288.19,Signup,Referral,USA
10405,2021-04-22,2021-05-07,ORD102330,55.4,Visit,Organic,France
10663,2022-04-08,2022-04-20,ORD102331,192.53,Visit,Organic,USA
11132,2022-03-18,2022-10-03,ORD102332,3.86,Visit,Organic,USA
11099,2021-09-28,2022-03-30,ORD102333,31.7,Visit,Social Media,France
10541,2022-07-31,2023-06-04,ORD102334,50.88,Signup,Email,France
11337,2021-12-10,2022-10-09,ORD102335,133.61,Signup,Organic,India
10997,2021-07-02,2022-04-08,ORD102336,46.16,Purchase,Referral,UK
11140,2022-05-18,2023-04-04,ORD102337,5.07,Purchase,Email,Germany
10867,2023-04-24,2023-09-28,ORD102338,22.92,Visit,Social Media,France
12066,2021-01-10,2022-01-04,ORD102339,36.0,Signup,Paid Ads,France
10431,2022-05-09,2023-01-22,ORD102340,23.24,Repeat Purchase,Organic,Germany
10739,2021-08-22,2022-01-25,ORD102341,27.34,Visit,Organic,USA
11373,2021-10-25,2022-01-26,ORD102342,175.82,Repeat Purchase,Social Media,France
10182,2021-09-01,2022-05-25,ORD102343,63.73,Visit,Referral,Germany
12160,2022-05-24,2022-06-13,ORD102344,62.34,Visit,Referral,India
11206,2021-12-17,2022-04-22,ORD102345,407.93,Visit,Email,UK
11169,2021-09-24,2022-09-05,ORD102346,71.02,Signup,Email,France
10830,2022-09-22,2023-09-07,ORD102347,315.16,Visit,Referral,Germany
11651,2022-10-18,2023-10-02,ORD102348,42.64,Signup,Paid Ads,France
11136,2023-06-12,2024-06-30,ORD102349,61.42,Repeat Purchase,Referral,USA
10475,2021-07-20,2021-11-08,ORD102350,60.56,Visit,Paid Ads,France
11326,2021-08-27,2022-04-17,ORD102351,94.78,Purchase,Social Media,France
10970,2021-11-30,2022-01-02,ORD102352,105.32,Visit,Paid Ads,USA
11019,2022-02-19,2022-05-09,ORD102353,34.22,Purchase,Social Media,France
11141,2022-04-29,2022-07-20,ORD102354,189.34,Repeat Purchase,Organic,USA
11836,2022-03-13,2022-04-10,ORD102355,82.35,Visit,Referral,Germany
10160,2021-09-03,2022-01-11,ORD102356,0.85,Signup,Email,UK
12448,2023-05-08,2023-05-18,ORD102357,107.38,Visit,Organic,UK
10197,2021-01-08,2022-02-03,ORD102358,191.97,Visit,Email,Germany
11283,2021-06-01,2021-08-01,ORD102359,34.6,Purchase,Paid Ads,India
10659,2022-01-27,2023-01-20,ORD102360,4.63,Purchase,Referral,India
11775,2021-07-30,2021-08-31,ORD102361,197.52,Purchase,Referral,UK
11070,2022-01-02,2022-05-17,ORD102362,448.96,Signup,Referral,Germany
12010,2022-11-01,2023-01-27,ORD102363,9.56,Visit,Organic,France
10398,2022-07-24,2022-08-09,ORD102364,333.75,Signup,Social Media,Germany
11733,2021-03-27,2021-06-25,ORD102365,53.42,Visit,Paid Ads,USA
11582,2021-02-24,2021-12-19,ORD102366,340.52,Visit,Organic,Germany
12125,2022-12-14,2023-08-23,ORD102367,125.58,Visit,Organic,India
12171,2022-09-26,2022-12-07,ORD102368,265.14,Purchase,Social Media,France
10074,2022-03-22,2022-10-13,ORD102369,184.92,Visit,Email,France
12184,2022-09-12,2023-05-30,ORD102370,3.41,Visit,Email,UK
10601,2021-10-31,2022-04-26,ORD102371,8.12,Visit,Referral,USA
10836,2021-05-12,2022-03-19,ORD102372,89.52,Signup,Organic,France
11528,2022-02-25,2023-01-03,ORD102373,16.66,Visit,Social Media,UK
10499,2022-01-20,2022-08-27,ORD102374,74.17,Visit,Social Media,France
11596,2021-07-17,2022-01-05,ORD102375,371.15,Visit,Email,India
10137,2021-02-16,2021-07-30,ORD102376,41.91,Signup,Social Media,France
12097,2023-01-10,2023-12-03,ORD102377,80.55,Signup,Email,India
11794,2023-01-27,2023-12-27,ORD102378,58.19,Visit,Email,Germany
10972,2021-07-22,2022-02-26,ORD102379,119.25,Visit,Organic,India
11642,2021-09-18,2022-07-06,ORD102380,25.86,Purchase,Paid Ads,India
11885,2022-11-21,2023-04-30,ORD102381,36.12,Signup,Referral,India
12301,2021-01-24,2022-02-17,ORD102382,234.88,Signup,Paid Ads,France
12028,2022-11-18,2023-07-23,ORD102383,200.13,Signup,Social Media,USA
11900,2023-02-25,2024-03-01,ORD102384,186.82,Signup,Paid Ads,India
11449,2021-12-06,2022-02-14,ORD102385,176.84,Visit,Paid Ads,UK
10546,2022-02-16,2022-05-18,ORD102386,73.82,Signup,Email,France
10921,2021-09-18,2022-10-13,ORD102387,-156.63,Repeat Purchase,Organic,USA
10580,2021-10-13,2022-10-08,ORD102388,58.77,Signup,Social Media,USA
11372,2022-05-28,2023-04-13,ORD102389,12.74,Purchase,Referral,France
11956,2021-03-27,2021-11-26,ORD102390,59.98,Purchase,Email,UK
12003,,,ORD102391,20.73,Signup,Referral,Germany
12096,2022-03-06,2022-04-19,ORD102392,59.48,Purchase,Organic,France
10703,2022-08-04,2023-02-08,ORD102393,42.36,Repeat Purchase,Paid Ads,USA
12308,2021-01-31,2022-02-07,ORD102394,109.7,Signup,Paid Ads,Germany
12403,2022-12-11,2023-09-22,ORD102395,53.84,Signup,Organic,USA
11625,2022-08-26,2023-07-12,ORD102396,146.73,Purchase,Social Media,India
10637,2022-03-16,2023-02-19,ORD102397,86.13,Purchase,Email,Germany
11009,2021-12-15,2022-03-07,ORD102398,302.33,Purchase,Paid Ads,France
10640,2023-06-14,2024-01-21,ORD102399,11.45,Repeat Purchase,Organic,France
11861,2022-02-16,2023-02-20,ORD102400,139.66,Purchase,Email,UK
11205,2022-06-12,2023-05-29,ORD102401,133.91,Purchase,Email,Germany
10685,2021-11-06,2022-10-14,ORD102402,361.0,Visit,Organic,UK
11851,2022-01-31,2022-09-06,ORD102403,55.74,Purchase,Paid Ads,France
10187,2023-02-27,2023-10-02,ORD102404,43.74,Repeat Purchase,Social Media,UK
11619,2021-12-04,2022-06-11,ORD102405,22.71,Signup,Paid Ads,Germany
11687,2022-11-05,2023-01-10,ORD102406,36.99,Repeat Purchase,Paid Ads,France
10984,2022-03-13,2022-04-12,ORD102407,83.63,Visit,Paid Ads,USA
10547,2022-12-05,2023-10-22,ORD102408,218.21,Visit,Paid Ads,France
11431,2022-10-25,2023-07-01,ORD102409,40.14,Signup,Referral,UK
10875,2021-12-31,2022-02-22,ORD102410,20.6,Visit,Organic,UK
10617,2021-04-23,2021-05-02,ORD102411,38.12,Visit,Social Media,France
12461,2023-02-24,2023-08-08,ORD102412,12.77,Visit,Social Media,India
11365,2021-06-25,2022-05-29,ORD102413,313.58,Signup,Referral,India
11243,2021-05-29,2022-03-09,ORD102414,247.27,Repeat Purchase,Social Media,India
10902,2021-06-27,2021-11-26,ORD102415,44.27,Visit,Referral,USA
10162,2022-01-17,2022-02-17,ORD102416,34.04,Visit,Referral,USA
11974,2021-08-11,2021-08-27,ORD102417,282.97,Repeat Purchase,Social Media,USA
10269,2021-09-16,2022-09-21,ORD102418,0.21,Repeat Purchase,Social Media,France
10631,2023-02-24,2023-12-21,ORD102419,110.13,Purchase,Paid Ads,France
10905,2021-07-08,2022-05-08,ORD102420,297.24,Visit,Referral,Germany
12014,2021-11-02,2022-10-10,ORD102421,85.25,Purchase,Email,India
11641,2022-01-13,2022-06-07,ORD102422,0.36,Visit,Organic,Germany
10204,2022-08-25,2022-11-07,ORD102423,29.64,Purchase,Paid Ads,India
10581,2021-12-09,2022-12-22,ORD102424,306.81,Signup,Referral,UK
11579,2023-02-13,2023-06-16,ORD102425,2.06,Purchase,Paid Ads,Germany
10840,2021-06-05,2021-07-26,ORD102426,60.26,Signup,Paid Ads,France
11836,2022-12-13,2023-06-20,ORD102427,187.13,Repeat Purchase,Organic,UK
11251,2021-02-24,2021-07-14,ORD102428,218.49,Visit,Social Media,Germany
11719,2023-02-05,2023-05-03,ORD102429,77.92,Visit,Social Media,UK
11642,2022-03-18,2022-06-09,ORD102430,31.75,Purchase,Organic,UK
12297,2022-11-16,2023-07-16,ORD102431,109.87,Purchase,Paid Ads,UK
10874,2021-07-19,2021-11-01,ORD102432,36.75,Visit,Referral,France
11464,2022-02-07,2022-05-09,ORD102433,35.37,Visit,Social Media,UK
12243,2022-09-06,2023-08-26,ORD102434,197.78,Visit,Email,France
10689,2023-03-08,2023-03-28,ORD102435,20.11,Signup,Referral,USA
12010,2022-10-25,2022-10-30,ORD102436,0.66,Visit,Paid Ads,UK
11422,2022-09-15,2023-04-23,ORD102437,49.28,Purchase,Email,India
12001,2023-02-17,2023-12-22,ORD102438,81.03,Signup,Referral,France
10671,2022-08-26,2022-11-20,ORD102439,146.53,Repeat Purchase,Organic,USA
11171,2021-06-26,2021-12-22,ORD102440,182.31,Visit,Email,France
11495,2022-03-25,2023-03-01,ORD102441,130.71,Visit,Paid Ads,UK
10943,2023-01-13,2024-02-09,ORD102442,118.18,Repeat Purchase,Email,France
12246,2022-06-25,2023-06-11,ORD102443,131.5,Visit,Organic,Germany
11449,2021-10-28,2022-06-30,ORD102444,38.02,Visit,Social Media,Germany
10895,2022-12-08,2023-05-30,ORD102445,-57.82,Signup,Social Media,India
12189,2021-11-03,2022-02-23,ORD102446,114.99,Signup,Social Media,France
11336,2023-01-21,2023-04-01,ORD102447,8.14,Visit,Organic,UK
10164,,,ORD102448,42.0,Signup,Referral,UK
12361,2023-06-15,2024-04-08,ORD102449,62.59,Visit,Organic,Germany
12068,2021-09-24,2022-05-18,ORD102450,91.48,Visit,Email,France
11105,2021-08-02,2022-02-04,ORD102451,79.98,Repeat Purchase,Referral,UK
11753,2022-08-17,2023-04-16,ORD102452,151.96,Visit,Social Media,USA
12352,2022-10-02,2023-03-16,ORD102453,76.96,Purchase,Organic,UK
11938,2022-04-28,2022-05-31,ORD102454,281.37,Signup,Paid Ads,France
10370,2021-09-19,2022-05-31,ORD102455,57.43,Visit,Social Media,Germany
11880,2021-03-08,2022-01-03,ORD102456,89.43,Purchase,Paid Ads,USA
10852,2022-07-28,2023-03-04,ORD102457,0.39,Signup,Referral,UK
10383,2021-05-13,2021-06-13,ORD102458,44.61,Signup,Social Media,India
11931,2022-10-11,2023-11-14,ORD102459,241.7,Visit,Organic,India
12492,2022-06-24,2023-03-07,ORD102460,-48.7,Visit,Paid Ads,Germany
10424,2022-05-27,2023-01-14,ORD102461,35.03,Purchase,Organic,USA
12208,2021-07-30,2022-03-01,ORD102462,94.11,Purchase,Social Media,India
10628,2022-12-18,2023-08-16,ORD102463,9.84,Purchase,Organic,India
10894,2021-09-10,2022-05-12,ORD102464,91.01,Visit,Social Media,UK
12374,2021-02-07,2021-02-26,ORD102465,43.43,Visit,Email,France
10597,2021-02-12,2021-09-09,ORD102466,57.97,Repeat Purchase,Organic,UK
12336,2022-09-21,2023-04-18,ORD102467,188.06,Visit,Email,UK
10592,2022-02-09,2022-04-21,ORD102468,130.15,Visit,Paid Ads,Germany
11687,2022-12-03,2023-05-13,ORD102469,70.89,Purchase,Organic,UK
10572,2021-02-15,2021-08-11,ORD102470,103.39,Signup,Organic,USA
12075,2022-03-30,2022-04-09,ORD102471,174.73,Visit,Paid Ads,USA
12090,2022-11-09,2023-11-06,ORD102472,164.35,Visit,Organic,France
11704,2021-11-01,2022-08-26,ORD102473,24.6,Visit,Social Media,India
12470,2022-12-16,2023-09-07,ORD102474,42.96,Visit,Email,India
10176,2021-08-21,2021-08-28,ORD102475,51.37,Signup,Referral,France
10528,2021-09-02,2022-06-03,ORD102476,24.92,Visit,Social Media,France
11633,2022-12-22,2023-07-02,ORD102477,-1.47,Visit,Referral,UK
10965,2023-01-30,2023-12-06,ORD102478,-22.93,Repeat Purchase,Paid Ads,Germany
11517,2021-10-22,2022-07-07,ORD102479,198.18,Repeat Purchase,Paid Ads,India
10197,2023-04-19,2023-06-10,ORD102480,94.74,Purchase,Organic,India
10852,2022-01-18,2022-11-13,ORD102481,50.16,Purchase,Social Media,France
11537,2021-06-07,2021-09-10,ORD102482,112.48,Purchase,Referral,France
12069,2022-02-09,2022-12-09,ORD102483,161.57,Visit,Email,India
11080,2021-01-01,2021-11-06,ORD102484,52.51,Visit,Social Media,India
10097,2021-08-05,2022-09-08,ORD102485,75.3,Visit,Paid Ads,UK
11903,2022-05-22,2022-08-21,ORD102486,7.96,Repeat Purchase,Social Media,India
10434,,,ORD102487,109.09,Purchase,Email,France
10636,2022-08-04,2023-06-06,ORD102488,52.88,Repeat Purchase,Social Media,USA
10587,2021-01-30,2021-02-16,ORD102489,68.2,Visit,Organic,USA
10343,2022-09-19,2023-01-22,ORD102490,65.91,Purchase,Email,USA
11317,2022-06-04,2022-11-04,ORD102491,120.09,Purchase,Referral,UK
11979,2023-05-31,2023-06-05,ORD102492,101.97,Visit,Paid Ads,USA
10570,2021-10-02,2022-10-26,ORD102493,-65.8,Purchase,Social Media,Germany
10610,2022-05-07,2023-04-05,ORD102494,2.05,Visit,Email,Germany
11727,2023-04-07,2024-03-09,ORD102495,116.41,Visit,Organic,UK
12290,2023-04-27,2024-03-27,ORD102496,254.01,Purchase,Organic,USA
11854,2021-02-05,2021-05-03,ORD102497,176.13,Signup,Referral,France
10959,2021-11-07,2022-08-02,ORD102498,479.55,Repeat Purchase,Paid Ads,UK
12079,2021-02-13,2021-04-18,ORD102499,17.97,Visit,Organic,India
12438,2021-06-04,2021-11-16,ORD102500,-30.2,Visit,Paid Ads,UK
12324,2021-03-18,2021-05-20,ORD102501,92.99,Visit,Email,Germany
10531,2022-08-13,2023-05-09,ORD102502,32.28,Repeat Purchase,Social Media,France
11177,2022-09-05,2023-01-27,ORD102503,-4.22,Purchase,Referral,USA
12430,2022-03-14,2023-03-25,ORD102504,61.76,Signup,Organic,Germany
11091,2022-03-08,2023-02-03,ORD102505,40.7,Purchase,Social Media,USA
11901,2022-06-26,2023-03-21,ORD102506,36.74,Visit,Organic,USA
10883,2021-02-08,2022-01-02,ORD102507,367.35,Visit,Referral,UK
12261,2021-08-27,2022-09-20,ORD102508,32.69,Repeat Purchase,Organic,UK
11678,2021-01-13,2021-01-18,ORD102509,16.63,Repeat Purchase,Referral,Germany
12423,2021-05-02,2021-08-30,ORD102510,16.07,Visit,Social Media,USA
12260,2021-05-24,2022-05-08,ORD102511,196.99,Visit,Email,UK
12126,,,ORD102512,150.57,Repeat Purchase,Referral,Germany
11749,2022-03-31,2023-02-02,ORD102513,16.64,Visit,Email,USA
10781,2022-01-03,2022-10-31,ORD102514,29.78,Repeat Purchase,Paid Ads,India
12105,2023-01-29,2023-12-28,ORD102515,165.09,Signup,Social Media,India
10880,2021-09-04,2022-01-13,ORD102516,38.53,Purchase,Referral,Germany
10446,,,ORD102517,479.07,Signup,Social Media,India
12113,2023-02-04,2023-08-11,ORD102518,93.33,Signup,Email,France
11783,2022-01-10,2022-08-06,ORD102519,25.58,Visit,Email,Germany
11277,2021-10-18,2021-11-28,ORD102520,234.92,Visit,Social Media,Germany
11991,2021-07-26,2021-10-11,ORD102521,46.19,Signup,Social Media,USA
11067,2022-06-03,2023-04-18,ORD102522,40.9,Signup,Email,France
11577,,,ORD102523,47.6,Signup,Social Media,Germany
11011,2022-09-14,2023-09-22,ORD102524,175.42,Visit,Email,UK
12274,2021-04-24,2022-02-03,ORD102525,22.82,Signup,Paid Ads,Germany
10773,2023-03-30,2023-09-16,ORD102526,57.71,Visit,Email,France
11814,2021-10-29,2022-01-29,ORD102527,3.76,Visit,Organic,Germany
12426,2021-10-03,2022-06-22,ORD102528,210.28,Repeat Purchase,Email,India
11201,2021-04-06,2021-04-28,ORD102529,49.99,Purchase,Paid Ads,France
11450,2021-10-21,2022-08-08,ORD102530,34.23,Signup,Email,UK
10306,2022-12-02,2023-04-22,ORD102531,104.07,Signup,Social Media,France
10778,,,ORD102532,146.49,Signup,Paid Ads,Germany
12315,2021-10-15,2022-02-07,ORD102533,201.13,Repeat Purchase,Referral,UK
10007,2021-06-03,2021-08-22,ORD102534,51.29,Purchase,Email,UK
10475,2022-07-24,2022-08-17,ORD102535,200.75,Visit,Social Media,UK
11320,2022-02-27,2022-06-21,ORD102536,75.03,Visit,Referral,India
12211,,,ORD102537,12.8,Visit,Referral,France
10484,2021-02-19,2021-12-20,ORD102538,224.74,Visit,Referral,Germany
10904,2021-07-26,2022-01-26,ORD102539,95.19,Signup,Organic,India
10558,2022-07-18,2023-04-26,ORD102540,110.7,Visit,Social Media,UK
11967,,,ORD102541,332.69,Visit,Organic,Germany
12285,2023-06-02,2023-11-22,ORD102542,98.29,Visit,Social Media,USA
11127,2022-10-24,2023-10-09,ORD102543,0.67,Repeat Purchase,Social Media,Germany
11233,2022-07-19,2023-01-07,ORD102544,245.4,Visit,Paid Ads,USA
10467,2021-08-01,2022-01-01,ORD102545,40.21,Signup,Referral,USA
12433,2021-03-07,2021-03-20,ORD102546,83.6,Visit,Email,UK
10847,2021-08-20,2022-09-01,ORD102547,27.51,Visit,Paid Ads,USA
12434,2023-06-04,2024-04-02,ORD102548,42.29,Repeat Purchase,Email,India
10258,2023-03-22,2023-07-27,ORD102549,139.25,Visit,Referral,UK
10282,2023-04-30,2024-04-04,ORD102550,67.36,Signup,Social Media,USA
11649,2022-10-25,2023-01-24,ORD102551,118.38,Signup,Paid Ads,France
11898,2022-12-18,2023-09-14,ORD102552,208.18,Purchase,Organic,India
10039,2021-11-16,2022-06-25,ORD102553,50.01,Signup,Social Media,France
12267,2023-02-06,2023-12-09,ORD102554,100.81,Signup,Organic,Germany
11014,2021-05-17,2022-03-22,ORD102555,180.39,Purchase,Social Media,India
10612,2023-05-31,2024-06-28,ORD102556,150.68,Repeat Purchase,Social Media,France
11915,2022-10-09,2023-01-24,ORD102557,93.14,Purchase,Referral,France
10687,2022-07-20,2023-06-15,ORD102558,58.02,Signup,Paid Ads,UK
10612,2021-03-06,2021-04-02,ORD102559,62.81,Signup,Email,Germany
12307,2022-05-29,2022-12-11,ORD102560,68.12,Purchase,Referral,India
12413,2021-05-12,2021-11-27,ORD102561,51.48,Purchase,Email,India
11781,2021-11-30,2022-05-02,ORD102562,144.11,Signup,Social Media,India
11810,2021-02-01,2022-02-19,ORD102563,16.08,Visit,Organic,USA
11547,2023-05-18,2023-07-26,ORD102564,411.01,Repeat Purchase,Email,India
11930,2023-06-17,2023-11-23,ORD102565,181.14,Purchase,Organic,USA
